Frame,Light_Context,Obstacle_Context,Carla_Agent_Action,LLM_Action,Match,LLM_Low-Level_Control,LLM_Thought
1652,Red,vehicle,Slight Right / Follow Curve,Gradual Brake / Yield,False,"Throttle: 0.2, Steer: 0.404, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1653,None,vehicle,Light Acceleration,Gradual Brake / Yield,False,"Throttle: 0.2, Steer: 0.078, Brake: 0.5","I am currently on a straight path with no traffic lights in sight, and there's another vehicle approaching from the front at a relatively close distance. To maintain safety, I need to slow down or yield to the other vehicle."
1654,None,None,Light Acceleration,Continue Driving / Lane Keeping,False,"Throttle: 0.467, Steer: 0.047, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving while maintaining lane keeping based on the road geometry."
1655,None,None,Slight Right / Follow Curve,Continue Driving / Maintain Lane Keeping,False,"Throttle: 0.454, Steer: 0.032, Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue driving while maintaining lane keeping based on the road geometry."
1656,None,None,Slight Right / Follow Curve,Maintain Current Speed / Steer Adjustment,False,"Throttle: 0.453, Steer: 0.06 (continue to steer slightly to maintain a safe trajectory), Brake: 0.0","I am currently traveling at a moderate speed and need to turn right according to the GPS Route Instruction. However, there is no immediate intersection or traffic light ahead, so I must continue to follow the current road geometry while preparing for the upcoming turn."
1657,Red,None,Light Acceleration,Gradual Deceleration,False,"Throttle: 0.2, Steer: 0.057, Brake: 0.0","I am approaching a red traffic light and my current speed is relatively low, so I will slow down to prepare for a stop. However, since there are no other vehicles in close proximity and the GPS Route Instruction indicates a turn right at the upcoming intersection, I should maintain control of the vehicle's trajectory."
1658,Red,None,Light Acceleration,Gradual Deceleration,False,"Throttle: 0.2, Steer: 0.037, Brake: 0.0","I am approaching a red traffic light and my current speed is relatively low, so I will slow down to prepare for a stop. However, since there are no other vehicles in close proximity and the GPS Route Instruction indicates a turn right at the upcoming intersection, I should maintain control of the vehicle's trajectory."
1659,Red,None,Light Acceleration,Gradual Brake,False,"Throttle: 0.2, Steer: 0.005, Brake: 0.5","I am approaching a red traffic light and my current speed is relatively low, so I will slow down to prepare for a stop. However, since there are no other vehicles in close proximity, I can maintain some control over the vehicle while slowing down."
1660,Red,None,Light Acceleration,Gradual Brake,False,"Throttle: 0.2, Steer: -0.008, Brake: 0.5","I am approaching a red traffic light and my current speed is relatively high at 24.0 km/h. To ensure safe stopping distance, I need to slow down before reaching the traffic light. The GPS Route Instruction indicates a turn right, but it's not relevant yet as we're still approaching the intersection."
1661,Red,vehicle,Light Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: -0.009, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1662,Red,vehicle,Light Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: -0.005, Brake: 0.5","I am currently heading northwest and approaching a red traffic light, so I need to slow down or stop safely before reaching it. Additionally, there's another vehicle in my path, requiring me to be cautious and adjust my speed accordingly."
1663,Red,vehicle,Light Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: -0.001, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that instruction as we are still approaching the intersection."
1664,Red,vehicle,Light Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: 0.001, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that instruction as we are still approaching the intersection."
1665,Red,vehicle,Light Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: 0.001, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1666,Red,vehicle,Light Acceleration,Gradual Brake / Yield,False,"Throttle: 0.2, Steer: 0.0, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a turn right, but it's not yet time to execute that command as we are still approaching the intersection."
1667,Red,vehicle,Light Acceleration,Gradual Brake / Yield,False,"Throttle: 0.2, Steer: 0.0, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1668,Red,vehicle,Hard Brake / Emergency Stop,Gradual Brake / Yield,False,"Throttle: 0.2, Steer: -0.1, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. Given the proximity of the other vehicle, I need to prioritize its safety by slowing down further."
1669,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1670,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1671,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1672,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1673,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1674,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1675,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1676,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1677,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1678,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1679,Yellow,pedestrian,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.0, Steer: 0.0, Brake: 0.5 (moderate braking to slow down and maintain control)","I am currently stopped due to the previous red traffic light and now approaching a yellow traffic light. The pedestrian in my path requires me to yield or slow down. Considering the GPS Route Instruction is to turn right, but it's not yet time to execute this command as we are still approaching the intersection."
1680,Yellow,pedestrian,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.0, Steer: 0.0, Brake: 0.5 (moderate braking to slow down and yield to pedestrian)","I am currently stopped due to the previous red traffic light and now approaching a yellow traffic light. The pedestrian in my path requires me to yield or slow down. Considering the GPS Route Instruction is to turn right, but it's not yet time to execute this command as we are still approaching the intersection."
1681,Yellow,pedestrian,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.0, Steer: 0.0, Brake: 0.5 (moderate braking to slow down and yield to pedestrian)","I am currently stopped due to the previous red traffic light and now approaching a yellow traffic light. The pedestrian in my path requires me to yield or slow down. Considering the GPS Route Instruction is to turn right, but it's not yet time to execute this command as we are still approaching the intersection."
1682,Yellow,pedestrian,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.0, Steer: 0.0, Brake: 0.5 (moderate braking to slow down and yield to pedestrian)","I am currently stopped due to the previous red traffic light and now approaching a yellow traffic light. The pedestrian in my path requires me to yield or slow down. Considering the GPS Route Instruction is to turn right, but it's not yet time to execute this command as we are still approaching the intersection."
1683,Yellow,pedestrian,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.0, Steer: 0.0, Brake: 0.5 (moderate braking to slow down and yield to pedestrian)","I am currently stopped due to the previous red traffic light and now approaching a yellow traffic light. The pedestrian in my path requires me to yield or slow down. Considering the GPS Route Instruction is to turn right, but it's not yet time to execute this command as we are still approaching the intersection."
1684,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1685,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1686,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1687,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1688,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Keep Vehicle Stationary,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a turn right, but it's not yet time to execute this instruction as we are still approaching the intersection. My priority is to maintain safety by keeping the vehicle stationary until the traffic light turns green or the pedestrian passes."
1689,Red,pedestrian,Hard Brake / Emergency Stop,Maintain Current State / Yield,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and pedestrian in my path. The GPS Route Instruction indicates a right turn is planned for the upcoming intersection, but it's not yet time to execute this command as we are still approaching the intersection. Given the current situation, I need to prioritize stopping safely and yielding to the pedestrian."
1690,Red,pedestrian,Strong Acceleration,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: 0.0, Brake: 0.2","I am approaching a red traffic light and there is a pedestrian in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that instruction as we are still approaching the intersection."
1691,Red,pedestrian,Strong Acceleration,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: 0.001, Brake: 0.2","I am approaching a red traffic light and there is a pedestrian in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that instruction as we are still approaching the intersection."
1692,Red,vehicle,Strong Acceleration,Gradual Brake / Yield,False,"Throttle: 0.5, Steer: 0.0, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1693,Red,vehicle,Strong Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: 0.0, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1694,Red,vehicle,Slight Left / Follow Curve,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: -0.019, Brake: 0.2","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a turn right, but it's not yet time to execute that instruction as we are still approaching the intersection."
1695,Green,vehicle,Slight Left / Follow Curve,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: -0.139, Brake: 0.3","I am approaching a green traffic light, so I can continue driving safely. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The GPS Route Instruction indicates a right turn ahead, but it's not yet time to execute the turn."
1696,Red,vehicle,Slight Left / Follow Curve,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: -0.195, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a turn right, but it's not yet time to execute that instruction as we are still approaching the intersection."
1697,Red,vehicle,Slight Left / Follow Curve,Gradual Brake,False,"Throttle: 0.2, Steer: -0.234, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. Given the GPS Route Instruction is to drive straight, I will maintain the current direction of travel while adjusting speed accordingly."
1698,Red,vehicle,Slight Left / Follow Curve,Gradual Brake / Yield,False,"Throttle: 0.2, Steer: -0.22, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. Given the proximity of the other vehicle, it's essential to prioritize caution and maintain control."
1699,Red,vehicle,Slight Left / Follow Curve,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: -0.19, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. The GPS Route Instruction indicates a left turn ahead, but it's not yet time to execute that command as we are still approaching the intersection."
1700,Red,None,Slight Left / Follow Curve,Gradual Brake,False,"Throttle: 0.2, Steer: -0.168, Brake: 0.5","I am approaching a red traffic light at a moderate speed, so I need to slow down and prepare for a stop. The GPS Route Instruction indicates a left turn, but it's not yet time to execute that command as we're still far from the intersection."
1701,Red,None,Slight Left / Follow Curve,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: -0.132, Brake: 0.5","I am approaching a red traffic light and my current speed is relatively high (24 km/h), so I need to slow down before reaching the intersection. The GPS Route Instruction indicates a left turn, but I must first reach the intersection and stop at the red light."
1702,Red,None,Light Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: -0.082, Brake: 0.5","I am approaching a red traffic light and my current speed is relatively high (24 km/h), so I need to slow down before reaching the intersection. The GPS Route Instruction indicates a left turn, but I must first reach the intersection and stop at the red light."
1703,Red,None,Light Acceleration,Gradual Brake,False,"Throttle: 0.2, Steer: 0.008, Brake: 0.5","I am approaching a red traffic light and my current speed is relatively high at 24.0 km/h. To ensure safe stopping distance, I need to slow down before reaching the traffic light. The GPS Route Instruction indicates a left turn, but it's not relevant yet as we're still far from the intersection."
1704,Red,None,Light Acceleration,Gradual Brake,False,"Throttle: 0.2, Steer: 0.017, Brake: 0.5","I am approaching a red traffic light and my current speed is relatively high (24.0 km/h), so I need to slow down before reaching the intersection. The GPS Route Instruction indicates a left turn, but I must first reach the intersection and stop at the red light."
1705,Red,vehicle,Light Acceleration,Gradual Deceleration / Yield,False,"Throttle: 0.2, Steer: 0.0, Brake: 0.5","I am currently heading west and need to turn left according to the GPS Route Instruction. However, there is a red traffic light ahead, which requires me to stop safely. Additionally, there is another vehicle approaching from the front, requiring me to slow down or yield."
1706,Red,vehicle,Light Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: 0.012, Brake: 0.5","I am currently heading west and approaching a red traffic light, so I need to slow down or stop safely. Additionally, there's another vehicle approaching from the front, requiring me to be cautious and adjust my speed accordingly. Given the GPS Route Instruction is to turn left, it implies that we are approaching an intersection where turning will be necessary."
1707,Red,vehicle,Light Acceleration,Gradual Brake / Slow Down,False,"Throttle: 0.2, Steer: 0.003, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. Given the proximity of the other vehicle, I need to prioritize its safety by reducing speed further."
1708,Red,vehicle,Slight Right / Follow Curve,Gradual Brake / Yield,False,"Throttle: 0.2, Steer: -0.001, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. Given the proximity of the other vehicle, I need to prioritize its safety by reducing speed further."
1709,Red,vehicle,Hard Brake / Emergency Stop,Gradual Brake,False,"Throttle: 0.0, Steer: 0.189, Brake: 0.5","I am approaching a red traffic light and there is another vehicle in my path, requiring me to slow down or stop safely. Given the GPS Route Instruction to turn left, it's essential to maintain lane keeping based on immediate road geometry. Since the current speed is relatively high (23.8 km/h) and considering the proximity of the approaching vehicle, I need to adjust the vehicle's speed to ensure a safe stop."
1710,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Stop,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am currently stopped due to the red traffic light and the vehicle in my path. The GPS Route Instruction indicates a left turn ahead, but it's not time to execute that yet since we're still approaching the intersection. Given the current situation, I need to prioritize stopping safely."
1711,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the vehicle in my path, so I need to maintain a safe position until it's clear to proceed. The GPS Route Instruction is to turn left, but I must wait for the physical intersection to be reached before executing this command."
1712,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the vehicle in my path, so I need to maintain a safe position until it's clear to proceed. The GPS Route Instruction is to turn left, but I must wait for the physical intersection to be reached before executing this command."
1713,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the vehicle in my path, so I need to maintain a safe position until it's clear to proceed. The GPS Route Instruction is to turn left, but I must wait for the physical intersection to be reached before executing this command."
1714,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the vehicle in my path, so I need to maintain a safe position until it's clear to proceed. The GPS Route Instruction is to turn left, but I must wait for the physical intersection to be reached before executing this command."
1715,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the vehicle in my path, so I need to maintain a safe position until it's clear to proceed. The GPS Route Instruction is to turn left, but I must wait for the physical intersection to be reached before executing this command."
1716,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the vehicle in my path, so I need to maintain a safe position until it's clear to proceed. The GPS Route Instruction is to turn left, but I must wait for the physical intersection to be reached before executing this command."
1717,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the vehicle in my path, so I need to maintain a safe position until it's clear to proceed. The GPS Route Instruction is to turn left, but I must wait for the physical intersection to be reached before executing this command."
1718,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0","I am already stopped due to the red traffic light and the vehicle in my path, so I need to maintain a safe position until it's clear to proceed. The GPS Route Instruction is to turn left, but I must wait for the physical intersection to be reached before executing this command."
1719,Green,vehicle,Slight Right / Follow Curve,Gradual Acceleration / Maintain Safe Distance,False,"Throttle: 0.2, Steer: 0.0, Brake: 0.5","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The GPS Route Instruction indicates that I need to turn left at the upcoming intersection."
1720,Green,vehicle,Slight Right / Follow Curve,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: 0.179 (maintain current steering angle), Brake: 0.2 (gradually apply brake to slow down)","I am approaching a green traffic light, so I can continue driving safely. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The GPS Route Instruction indicates that I need to turn left at the upcoming intersection."
1721,Green,vehicle,Hard Brake / Emergency Stop,Gradual Brake / Slow Down,False,"Throttle: 0.5, Steer: 0.173, Brake: 0.2","I am approaching a green traffic light, so I can continue driving safely. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The GPS Route Instruction indicates that I need to turn left at the upcoming intersection."
1722,Green,vehicle,Hard Brake / Emergency Stop,Gradual Acceleration / Maintain Safe Distance,False,"Throttle: 0.2, Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The traffic light is green, but I need to be cautious of the other vehicle's speed."
1723,Green,vehicle,Hard Brake / Emergency Stop,Resume Forward Motion / Yield,False,"Throttle: 0.2 (slowly increase speed), Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and yield. Since it's not too close, I can maintain a safe speed."
1724,Green,vehicle,Hard Brake / Emergency Stop,Resume Forward Motion / Yield,False,"Throttle: 0.2 (slowly increase speed), Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and yield. Since it's not too close, I can maintain a safe speed."
1725,Green,vehicle,Hard Brake / Emergency Stop,Accelerate / Resume Speed,False,"Throttle: 0.5, Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle in my path, so I need to be cautious and maintain a safe distance. Since the traffic light is green, I can start accelerating smoothly."
1726,Green,vehicle,Hard Brake / Emergency Stop,Gradual Acceleration / Maintain Safe Distance,False,"Throttle: 0.2, Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The GPS Route Instruction indicates that I need to turn left at the upcoming intersection."
1727,Green,vehicle,Hard Brake / Emergency Stop,Gradual Acceleration / Maintain Safe Distance,False,"Throttle: 0.2, Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and maintain a safe distance. The traffic light is green, but I need to be cautious of the other vehicle's speed."
1728,Green,vehicle,Hard Brake / Emergency Stop,Accelerate,False,"Throttle: 0.5, Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle in my path, so I need to be cautious and adjust my speed accordingly. Since the approaching vehicle is not too close (16.71 meters away) and traveling at a moderate speed (9.3 km/h), I can start accelerating smoothly."
1729,Green,vehicle,Hard Brake / Emergency Stop,Resume Normal Speed,False,"Throttle: 0.5, Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and yield. Given that it's not too close (15.43 meters away), I can maintain a safe speed."
1730,Green,vehicle,Hard Brake / Emergency Stop,Yield / Slow Down,False,"Throttle: 0.2 (gradually increasing speed), Steer: 0.0 (maintaining current lane), Brake: 0.5 (moderate braking to slow down)","I am approaching a green traffic light, so I can start moving forward again. However, there is another vehicle in my path, requiring me to slow down and yield. Given the relatively short distance to the other vehicle, I need to adjust my speed accordingly."
1731,Green,vehicle,Hard Brake / Emergency Stop,Accelerate,False,"Throttle: 0.5, Steer: 0.0, Brake: 0.0","I am approaching a green traffic light, which means it's safe to proceed. However, there is another vehicle in my path, so I need to be cautious and adjust my speed accordingly. Since the approaching vehicle is not too close (12.81 meters away) and traveling at a moderate speed (9.9 km/h), I can start accelerating smoothly."
1732,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0 (no change)","I am at or approaching a red traffic light, so I need to maintain my current state and wait for the traffic light to turn green before proceeding. Additionally, there is a vehicle approaching from the front, requiring me to be cautious and prepared to stop if necessary."
1733,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0 (no change)","I am at or approaching a red traffic light, so I need to maintain my current state and wait for the traffic light to turn green before proceeding. Additionally, there is a vehicle approaching from the front, requiring me to be cautious and prepared to stop if necessary."
1734,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0 (no change)","I am at or approaching a red traffic light, so I need to maintain my current state and wait for the traffic light to turn green before proceeding. Additionally, there is a vehicle approaching from the front, requiring me to be cautious and prepared to stop if necessary."
1735,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0 (no change)","I am at or approaching a red traffic light, so I need to maintain my current state and wait for the traffic light to turn green before proceeding. Additionally, there is a vehicle approaching from the front, requiring me to be cautious and prepared to stop if necessary."
1736,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0 (no change)","I am at or approaching a red traffic light, so I need to maintain my current state and wait for the traffic light to turn green before proceeding. Additionally, there is a vehicle approaching from the front, requiring me to be cautious and prepared to stop if necessary."
1737,Red,vehicle,Hard Brake / Emergency Stop,Maintain Current State / Wait for Traffic Light,False,"Throttle: 0.0, Steer: 0.0, Brake: 1.0 (no change)","I am at or approaching a red traffic light, so I need to maintain my current state and wait for the traffic light to turn green before proceeding. Additionally, there is a vehicle approaching from the front, requiring me to be cautious and prepared to stop if necessary."
